text,sentiment
"Using Google Pixel 2 and paid for full version...sometimes the day on the calendar doesn't update. I dont want to have to restart my phone everday. A workaround would be to press the refresh button on the calendar, but i dont like having to do that every day.",negative
i have had the worst headache ever in the history of worst headaches today!  man i hate those!,negative
"good app ,but some feature are to be updated still like, it should actually calculate the petcentage of work done by us on each task and should be more attractive i think so",neutral
i have a sunburn line on my back from the tag sticking out of my tank top all day..... ugh. i need aloe vera!! went to the park again,neutral
 omg!! I`m tweeting sooo late sorry I miss u 2 good times ...NO I didn`t marry him still great friends,neutral
I have ants in my apartment,neutral
Hi. App states its free. Yet there is a charge after 7 days. Dont mislead people,negative
 I need to do some more post but I don`t have time on this tour  ........... Apologies to all my supporters.,negative
  Thank you!,positive
Now have an unpleasant talk w/n-laws 2 look 4ward 2....,negative
" Milk, Gran Torino, Bolt, Bride Wars, New In Town (yeah I got through a few...) **** I love longhaul",positive
 you own a didgeridoo?!?!,neutral
" Ahh man, and im off NEXT weekend",neutral
" you certainly can, and good morning to you",neutral
i will be without an assistant for the next week,neutral
 go and see my puppy! I don`t want to be there alone,negative
"I actually use this app for practicing flute and it helps so much. I have tried using normal timers but i usually end up and just pause it saying ill come back later and never do it but with this i can set a timer and it keeps me off my other phone apps and keeps me seated since i cant really pause the timer. And its also really nice to see my progress throughout the week for practicing with all the trees that ive planted. Overall really nice app, i highly recommend it!!!",positive
"How come it`s so cold now?! A few days ago it was wicked nice out, now I feel like I need my winter coat back.",neutral
Watching Ryann!!  Gonna be a grand day!!!,positive
"Best among productivity.... I am going to buy full version soon..... But it worked for 2 days and then it crashes on opening. Sent two mail to your team regarding this but haven't received any update I have tried everything whether on internet or on your Twitter response. I am planning to purchase this app, but it's not doing well I reinstalled almost 3 times but same worked for 1 day and again same problem. Model no: CPH1859 Phone: OPPO Realme 1",negative
 Have fun amorsote even tho u forgot my bday,positive
Got people don`t let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,negative
" Sorry to hear that.  If I didn`t already so much planned this weekend, I`d have considered going too.",negative
"Safeway with Marvin, Janelle, and Auntie Lhu",neutral
 Just read up on your Mom   Hope she`s okay!!,positive
" Nerves I think, Im not sure",neutral
 Wahey! Fancy meeting you here  Thanks for the tweet and great to be twittered together,positive
Easy to use.,positive
"Gettin some fuel, too bad no one is reading this!",negative
"Time to watch OP, then some Dead Like Me, then sleep.",neutral
I also have to make space on my computer for the game. I don`t meet the minimum requirements for Sims 3 at the moment,neutral
"honestly, why did the folks at Microsoft do MS Word 2007 to me?  I can`t believe I just spent 10 minutes finding auto correct options",neutral
Oooh the hangover,negative
 lol ! You take David lah ! I want Danny  not tom !,neutral
"Appears to work the same as Wunderlist, and imports your lists, but if several people share a list, you can't share it anymore.",neutral
 I dunno...I thought I was funny,negative
Happy Mother`s Day mommy and grandma haha  ily,positive
 He was my reason for even going too haha.  Shaun of the Dead was too epic haha,positive
AHHHHHHHH!I can`t get miley to notice me......,negative
dont get to see my boys tomorroww.im sad,negative
feeling sick. headache. bored. tireddd,negative
 he already got a shot at having his own show and didn`t prove himself,neutral
 too late!  already finished the chapter and posted it!,neutral
" hey hunny bunny, what`s a weekend? is that like a day off or something?",neutral
 very nice...i cleared my head,positive
 Can`t wait to see you on December in Switzerland for a third rendez-vous  Great show ! You are just amazing  ... Enjoy in OZ,positive
"Paid premium, it doesn't sync at all. Costumer service unresponsive for a long time. Don't spend money on Premium, this app is dead, the last update was in 2018",negative
"To-Dos should be named to QUEST, don't feel like im playing a game with a 
boring to do list, its very depressing... Now a quest i think it fits 
better the description. Also why does this app doesn't have any financial 
options to help me keep track of bills, debt!!",neutral
" http://twitpic.com/5rylt - ur so lucky! there, the stage its so close of theem! here not  i think we`re dangerous (?",neutral
 i know... I don`t want to be left in our home by myself during the weekend...,negative
If you're really serious with creating and tracking new habits within your life then this app will be very good for you...,positive
OMGSH IM BEING FOLLOWED BY >>PARAMORE<< :O,positive
No Doubt This is a Great App but it is now causing errors. App Crashes all the time when i completed my first session of Study. Now I am Facing very much Problem.Kindly work on this issue,neutral
 we tried to DM you but your not following us,negative
_44 Thanks!! It was a bit out of my comfort zone but it was fun,neutral
eating my tito`s home made ice cream  yum!,positive
" woop rehearsing songs  Yep, sounds even enough to me",positive
"ohhhh, how sad...I didnï¿½t get it!",negative
Is getting ready for work... Working all weekend,neutral
It's very good. It helps me more about my difficulties in habits tracking. I found it best of all,positive
I like it. Paying month after month for premium features isn't for me though.,neutral
"The *only* part of this app that doesn't impress me is the widgets, everything else is beautiful! Good visual layouts, simple quick tracking, but enough features to be flexible for different needs. UPDATE 12/30/2019: The app no longer syncs and does not import data. I've got a handy cvs export with 3,000+ lines of habit data, thank goodness, but can no longer reccomend the app if it requires manual input to restore data.",negative
 Aren`t we though? lol He`s at work now and I miss him  blah Wut cha up to?,negative
