text,sentiment
Shop chăm sóc khách hàng rất chu đáo,positive
"Chất lượng sản phẩm được, phải chi có màu rêu 😶",positive
Tất cả đều ok,positive
Áo đẹp,positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.con dc shop tang qua nua,positive
"Chiều rộng giữa 2 chân hơi ngắn, khi ngồi sau trên xe máy thấy hơi khó chịu",negative
"Tuyệt vời ạ huhu, sẽ còn ủng hộ shop dài dài",positive
Sp chất lượng,positive
"Sản phẩm rất là chất lượng đóng goid rất là đẹp gọn gàng, nên mua hàng ở đây rất uy tín",positive
Chất lượng sản phẩm quá tệ,negative
"Chất lượng sản phẩm tạm dc ,hơi chật ,mik 45 kg thấy hơi chật,cổ bị rộng",negative
"Dùng rất ok, chỉ ko biết dùng liệu có lâu được ko thôi hì 😄",neutral
Potay,neutral
Size áo nam nên nữ sẽ mặc hơi rộng trừ điểm đó ra tất cả đều rất hài lòng,positive
Chất lượng sp tốt tuyệt vời,positive
"Chất vải rất mỏng, màu cũng xấu không không đẹp không đẹp như hình",negative
Y hình chuẩn đẹp👍 Chất lượng sản phẩm tuyệt vời,positive
áo rất đẹp - anh chị shop rất nhiệt tình - đóng gói rất đẹp.. cảm ơn anh chị shop,positive
"Hàng y hình Thời gian giao hàng nhanh ,vải mỏng",positive
Nhìn chung tạm ổn,neutral
Ống tay xấu,negative
Áo mỏng hơn so với mình nghĩ nhưng vẫn ok,neutral
Chất lượng sản phẩm tuyệt vời,positive
"Thời gian giao hàng rất nhanh, vải đẹp",neutral
"foem dáng ko giống mẫu mặc,may nhái lại thôi ạ, chât vải đc",neutral
Áo đẹp. .. ok.,positive
Cho 5*,positive
Áo rất đẹp Thời gian giao hàng rất nhanh,positive
"Áo đẹp, giá rẻ",positive
Nói chung mình thấy ok,positive
"Áo chất đẹp thích hợp đi chơi, giao hành nhanh, nv tư vấn nhiệt tình",positive
Phù hợp giá tiền,positive
"Sản phẩm k giống hình lắm, mặc 2 lần dạn hết đường chỉ",negative
Shop phục vụ rất tốt Rất đáng tiền,positive
E thích lắm,positive
"Giống hình, Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh",positive
"Cũng cùng hãng giày nay co shop ban co 79k, nen cac bạn tim hieu kỹ khi đặt hàng",neutral
"Chất thì dc mà form ko chuẩn,sz XL ghi 53-68kg mà 55kg mặc thấy k dc thoải mái ,2c màu ghi thì chật k mặc dc",negative
Đóng gói còn tốt nữa,positive
Vận chuyển siêu nhanh,positive
Chất liệu vải k co giãn,negative
Éo ra j,negative
Nắp túi bị lệch,negative
Mình nhận dc cái túi nó móp méo,neutral
Áo nhỏ quá,negative
Áo vải rất đẹp,positive
Shop phục vụ rất tốt,positive
"Hàng đẹp, chủ shop nhiệt tình ❤️",positive
Chúc shop càng ngày càng đắt hàng <3,positive
Chất lượng sản phẩm tuyệt vời phọt hơi rộng nhưng vãi mềm Rất đáng tiền,positive
Ko giao vẫn tính tiền,negative
Ủng hộ shop 5sao,positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh,positive
Vì giá rẻ,neutral
Giao sai size quân nhưng liên hệ với shop không bắt máy,negative
"Địu chắc chắn, thoáng.Đỡ mỏi tay, nhất là các bé đòi bế rong thì có địu nhàn hơn hẳn",positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,positive
Giao hàng nhanh ❤️ áo xinh như hình ❤️ mỗi tội hơi mỏng xíu,positive
Dc Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Mặc rất thích :3,positive
"Giá cả chấp nhận được, Thời gian giao hàng rất nhanh",positive
Sẽ ủng hộ shop dài dài 😘,positive
Áo dày dặn và đẹp giống hình,positive
Chúc c luôn đắt hàng,positive
Quần cực kì đẹp,positive
Cung tam dc,neutral
"Vải ok nhưng hơi nhỏ, ko hài lòng việc đã nhắn shop ko ghi rõ thông tin ngoài bao bì nhưng vẫn ko thực hiện, thiếu lưu ý việc tê nhị",neutral
Phơi nắng r mà ko thấy sáng,negative
Mình thấy rất êm chân,positive
Thái độ phục vụ ok,positive
Mình mặc vào nhìn như cái váy chống nắng ý,negative
Nói chung thất vọng về sp,negative
Màu hơi tối hơn so với ảnh sản phẩm,negative
"Sp chất lượng, ngon, giá rẻ hơn các chỗ khác",positive
Quần cũng ok đẹp,positive
"Chất lượng sản phẩm tuyệt vời rất ok pin ổn ,nên mua nha mọi người 5sao",positive
Phí tiền,negative
Vải mỏng và hơi ngắn Thời gian giao hàng tạm được,negative
Về giặt túi là vứt luôn ..,negative
Hàg y hình,positive
Đóng gói sản phẩm chắc chắn,positive
Đặt3 giao 1 làm ăn vậy lun,negative
Dây yếm hơi dài và có chỗ bị sứt chỉ,negative
Hàng đẹp gía rẻ sẽ tiếp tục ủng hộ,positive
Giao hàng nhanh,positive
Vừa với giá tiền. 😃😃😃,positive
Chứ vậy sẽ mất uy tín lắm,negative
"Vải hơi mỏng nhưng mùa hè mặc mát, màu k giống hình lắm nhưng cũng đẹp",neutral
Giao hàng nhanh,positive
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn,positive
Quá hụt hững vì cuộn nilon nhỏ và dài cỡ ngón tay,negative
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,positive
Hàng dễ thương lắm đáng yêu cực đáng đồng tiền bỏ ra,positive
Hàng bỏ đi chưa mặc đã thủng,negative
Vải dom áo ko giống trong hjnh giả tạo xấu xí,negative
Giày đẹp trog tầm giá. 😍,positive
"Quá đẹp so với giá, chị chủ dễ thương, tặng chị cái ảnh 😚😍👏🏻",positive
Hàng y mẫu,positive
"Mua size S giao size L,mác thì size S,mác ở quần thì size L,bán hàng thế này là cố tình nhầm size,mọi người xem sét trước khi mua shop này nhé",negative
"Giao lâu, áo phù hợp với giá",positive
So với trên ảnh thì nhìn thật màu có vẻ nhạt hơn xíu nhưng vẫn đẹp,positive
"Chất lượng sản phẩm tuyệt vời , shop dễ thương phục vụ tốt ❤️",positive
Shop nên xem lại cách đo size cho khách,neutral
Shop phục vụ tạm được,neutral
"Áo dày và hịn lắm ạ, chị chủ shop lại còn tư vấn nhiệt tình nữa :)))",positive
"áo ko đẹp giống hình, lại bị nhỏ mặc không vừa",negative
"Chân váy đẹp, chất vải tốt chưa biết có ra màu không Mua hàng ở shop nhiều lần đều ưng ý hàng có hư hỏng gì shop cũng hỗ trợ hết mình Thời gian giao hàng rất nhanh mất tầm 2 ngày là có hàng",positive
"Chất liệu tạm, hơi nhỏ",neutral
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,positive
Rất thích!,positive
Thời gian giao hàng rất nhanh,positive
đẹp lắm bạn nào ko tin ib. tớ cho xem ảnh. là ng tiêu dùng mua đồ hãy xem đánh giá trước,positive
Màu sắc k như hình,negative
Sẽ ủng hộ shop liên tục 👍🏻,positive
Đường chỉ may không chắc,negative
Hàng đẹp,positive
Hàng đẹp đúng y mẫu .tks shop nhìu,positive
Sẽ tiếp tục ủng hộ shop dài dài,positive
Cách shop phục vụ rất nhiệt tình,positive
Chất lượng kém,negative
Giống hình,positive
"Sp chất lượng , hàng như hình , soạn hàng nhanh, gói hàng cẩn thận",positive
Form đẹp,positive
Nói chung là đc shop à,positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn shop phụ vụ rat chu đáo cảm ơn món quà nhỏ của shop,positive
"Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, Rất đáng tiền",positive
"Sp giống hình, thời gian giao khá lâu, nội thành HN mất 4-5 hôm",neutral
"Cứ gần hết kẹo mút ghiền là ghé thăm shop,sẵn ngay ngày 10/10 có được voucher 10% với chơi lắc xu mấy ngày cũng gần 18k,mà mua 3sp kẹo mút được giảm 10% nữa chứ.mà chỉ có bị cái cho nó tự động chọn bên vc,ko để ý tưởng sh 4H ai ngờ lại GHTK...NÊN ko được nhận trong ngày.sp HSD&NSX rất OK.THANKS SHOP",positive
Hơi buồn cái này thôi còn lại thì ok. 4 sao cho shop sau này rút kinh nghiệm bán đồ chơi con nít bọc nilong lại cho nó đỡ bám bụi,positive
Chảo to nhưng mỏng và k phải vân đá mà là mạ nha các bạn,neutral
"Phân loại hàng hơi rắc rối, mình k mua được cái muốn mua",negative
Vải trước đẹp hơn,positive
Mọi người nhớ mua nhiều ở shop hơn nhé,positive
Đáng đồng tiền,positive
Rộng phải tạ mới mặc vừa,neutral
Tiền nào của nấy,neutral
"Chất lượng sản phẩm tốt, Thời gian giao hàng rất nhanh",positive
Dáng xấu,negative
Rất hài lòng về quần lót bầu,positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Mặc lên dính sát vào người chứ không đứng áo như trong hình,negative
Rất đáng tiền,positive
Giao hàng nhanh,positive
"Áo đẹp dã man luôn,shop tư vấn nhiệt tình",positive
"Giao hàng nhanh, quần đẹp đáng so với tiền bỏ ra, shop nhiệt tình yêu shop",positive
"- Làm bánh cho KH mà làm sai loại bánh, vô làm lại thì bánh cháy",negative
"Thời gian giao hàng nhanh, sp k đc như ý..",positive
Mình không bàn về chất lượng vải,neutral
"Shop giao thiếu ví này :""(((( và mấy món khác cũng sai màu hơi nhiều",negative
hàng quá đẹp so với giá thành,positive
Hàng y hình,positive
"Lạp xưởng ngon, nhìn mỡ vậy mà khi chiên xong ăn ko bị ngán, giá đẹp",positive
Giầy cũng khá đẹp,positive
Hàng y ảnh nha,positive
Thời gian giao hàng rất chậm,negative
So với giá thì vầy là ổn quá rồi :3,positive
"Chất lượng kém vải cứng k mềm, đường may ẩu, dáng bị hẫng",negative
Vải mặc mát,positive
Mặc rất thoải mái,positive
Áo trắng chất lượng quá thấp còn bị bẩn nhiều nơi giặt ko ra,negative
Chất vải đẹp,positive
Tiền nào của nấy tất mới mua nhg bị rạn nhỏ,negative
Good value for money,positive
Ngày nay chả flash gì cũng 33k/ chai,neutral
Cug tam dc .vai cug kg dep lam,neutral
Chúc shop đắt hàng,positive
Né shop này ra nếu ko mún bực bội,negative
K giống ảnh lắm,negative
Quần chất mềm..khá rẻ và ok,positive
Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền,positive
Màu tím vỏ ngoài mo hết chu,neutral
Mặc rất đẹp Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền,positive
Ao dep nhung form nho so voi bang kich thuoc nen mac ko vua,neutral
"Áo thun chất vải mỏng mát, ko mỏng lắm đâu nha, ok lắm!",positive
Minhk đã nhận được hàng,positive
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,positive
Nhưng mỗi tội lạc đơn hàng phải đặt lần 2 bù Shop nhiệt tình nên xí xóa,positive
Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Thời gian giao hàng tạm được Giá cả chấp nhận được,neutral
Shop phục vụ rất tốt,positive
Mua về giặt cho hết mùi vải rồi lem tùm luôn,negative
Sản phẩm phù hợp với giá tiền,positive
Chúc shop buôn bán thuận lợi và thành công,positive
Chị chjr còn tặng cho dây buộc tóc nữa❤ Ngàn sao cho shop,positive
Giấy dai,negative
"Vải hơi mỏng , y hình Đóng gói sản phẩm chắc chắn Phù hợp giá tiền giao hang nhanh",positive
"Dáng áo đẹp , hợp với giá tiền",positive
"Chất vải mỏng lét, thun co giãn",negative
"Giống 95% ảnh, êm, đẹp, ưng 💕💕",positive
Ao dep,positive
Chất lượng sản phẩm tốt Giá cả chấp nhận được Thời gian giao hàng nhanh,positive
Áo đẹp y hình luôn ạ 😚,positive
- Áo đẹp lắm nhaaa mọi ng <3 cứ yên tâm mua đi ạ,positive
Dép mang rất êm chân,positive
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Shop phục vụ rất tốt,positive
Son lên màu đẹp,positive
Giao nhanh,positive
Chất liệu đẹp,positive
Áo k giống hình lắm,negative
Sẽ mua lại,positive
Giao màu Đen!!!?,neutral
"Áo ok, rộng xíu thì ok hơn",positive
Mũ chất👍,positive
Lần này mua cả thùng rất đáng tiền ạ để lâu cũng không lo lắng,positive
hang nhin vay thoi. chu luc giao hang thi ko dung voi mo ta,negative
"Đẹp,giao nhanh:))rẻ:))10đ",positive
"Áo giống y hình, rất vừa",positive
Sao dây cuốn cán và cái chốt ở cán mới bóc nilon ra đã bung hết vậy bạn,negative
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,positive
"Mua tận 6 cái cho bọn bạn , mà chúng nó ưng lắm ❤ nói chung là tuyệt vời",positive
Mua bỉm của shop lần 2 và lần nào cũng ưng.sẽ ủng hộ dài luôn 😚😚,positive
Chất lượng sản phẩm tạm được Giá cả chấp nhận được.bột không dc min lam uống bi sạm,neutral
Thơm,positive
Không đáng tiền,negative
Đóng gói sản phẩm chắc chắn,positive
Mọi người yên tâm mua đồ ở shop nhé ❤️ thời gian giao hàng cũng nhanh nữa,positive
K đc full bóx Chất lượng sản phẩm tốt Thời gian giao hàng nhanh đóng gói sản phầm còn móp méo,negative
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,positive
hàng củng tạm đc giao hang cung nhanh nhung cước phí thì hoi mắt,negative
Rất đáng tiền,positive
Thời gian giao hàng rất chậm,negative
